antecedents,consequents,antecedent support,consequent support,support,confidence,lift,leverage,conviction
frozenset({10000627}),"frozenset({10000640, 10000600})",0.2277779617572839,0.1318519303497744,0.0478616797917646,0.2101242781457724,1.5936382394126385,0.0178287158429296,1.0990945102252974
frozenset({10000627}),frozenset({10000640}),0.2277779617572839,0.2003583184861871,0.0725320069146857,0.3184329438858292,1.5893173105651823,0.0268947975087852,1.1732399245832432
frozenset({10000640}),frozenset({10000627}),0.2003583184861871,0.2277779617572839,0.0725320069146857,0.3620114575861054,1.589317310565182,0.0268947975087852,1.2104011073943983
frozenset({10000586}),frozenset({10000504}),0.1867137359835213,0.3556214938105614,0.1004987316452845,0.5382503387654041,1.5135483881976168,0.0340993139398739,1.395514843403548
frozenset({10000504}),frozenset({10000586}),0.3556214938105614,0.1867137359835213,0.1004987316452845,0.282600274152214,1.5135483881976168,0.0340993139398739,1.1336584538771308
frozenset({10000602}),frozenset({10000512}),0.181025678387633,0.243728764165502,0.064898697204321,0.3585054771365222,1.4709198496287537,0.0207775323286815,1.178920799601974
frozenset({10000512}),frozenset({10000602}),0.243728764165502,0.181025678387633,0.064898697204321,0.2662742636328803,1.4709198496287537,0.0207775323286815,1.1161859002893053
"frozenset({10000602, 10000603})",frozenset({10000512}),0.1188120516879383,0.243728764165502,0.0418722637647947,0.3524243809438864,1.44596958898366,0.0129143492389257,1.1678500758518608
frozenset({10000512}),"frozenset({10000602, 10000603})",0.243728764165502,0.1188120516879383,0.0418722637647947,0.1717986135455136,1.44596958898366,0.0129143492389257,1.0639778714744847
frozenset({10000512}),frozenset({10000603}),0.243728764165502,0.1940331030645834,0.0683189498155421,0.2803072917940482,1.4446364427865108,0.0210275013984137,1.119876424682041
frozenset({10000603}),frozenset({10000512}),0.1940331030645834,0.243728764165502,0.0683189498155421,0.3520994548688033,1.4446364427865106,0.0210275013984137,1.167264391915825
"frozenset({10000600, 10000640})",frozenset({10000566}),0.1318519303497744,0.1865388818608717,0.0350397064570183,0.2657504244652742,1.4246382406402631,0.0104441947983738,1.1078809511693837
frozenset({10000566}),"frozenset({10000600, 10000640})",0.1865388818608717,0.1318519303497744,0.0350397064570183,0.1878413020785252,1.4246382406402631,0.0104441947983738,1.0689389547535997
"frozenset({10000603, 10000604})",frozenset({10000512}),0.089614724836571,0.243728764165502,0.0307412092752164,0.3430374788437803,1.4074558660250844,0.0088995231397674,1.1511634400444946
frozenset({10000512}),"frozenset({10000603, 10000604})",0.243728764165502,0.089614724836571,0.0307412092752164,0.1261287701534556,1.4074558660250842,0.0088995231397674,1.0417842401371844
frozenset({10000512}),frozenset({10000604}),0.243728764165502,0.1349761231396912,0.0456819641946444,0.1874295155561715,1.3886123797035903,0.0127844005099568,1.064552421507634
frozenset({10000604}),frozenset({10000512}),0.1349761231396912,0.243728764165502,0.0456819641946444,0.338444779210073,1.3886123797035903,0.0127844005099568,1.1431717445015033
frozenset({10000566}),frozenset({10000640}),0.1865388818608717,0.2003583184861871,0.0507878370412563,0.2722640799312602,1.3588858300886084,0.0134132203393185,1.0988074924737548
frozenset({10000640}),frozenset({10000566}),0.2003583184861871,0.1865388818608717,0.0507878370412563,0.2534850433213115,1.3588858300886084,0.0134132203393185,1.0896782587696423
frozenset({10000627}),"frozenset({10000600, 10000566})",0.2277779617572839,0.1093182676195333,0.0328897955398952,0.1443941076922182,1.3208598236733988,0.0079895033586806,1.04099532318329
"frozenset({10000600, 10000566})",frozenset({10000627}),0.1093182676195333,0.2277779617572839,0.0328897955398952,0.3008627584034122,1.3208598236733988,0.0079895033586806,1.104535693849219
frozenset({10000600}),"frozenset({10000640, 10000566})",0.525124020585099,0.0507878370412563,0.0350397064570183,0.0667265352249106,1.3138290408135902,0.008369793273093,1.0170782721091245
"frozenset({10000640, 10000566})",frozenset({10000600}),0.0507878370412563,0.525124020585099,0.0350397064570183,0.6899231882734966,1.3138290408135902,0.008369793273093,1.531478528725828
"frozenset({10000600, 10000627})",frozenset({10000566}),0.138235430478928,0.1865388818608717,0.0328897955398952,0.2379259458009122,1.2754764230782034,0.0071035129047997,1.0674305386161538
frozenset({10000566}),"frozenset({10000600, 10000627})",0.1865388818608717,0.138235430478928,0.0328897955398952,0.1763160324099388,1.2754764230782034,0.0071035129047997,1.046232054318633
frozenset({10000600}),"frozenset({10000504, 10000640})",0.525124020585099,0.0735380804461429,0.0489154408112171,0.0931502633543882,1.266694245882698,0.0102988283412281,1.0216267173223093
"frozenset({10000504, 10000640})",frozenset({10000600}),0.0735380804461429,0.525124020585099,0.0489154408112171,0.6651715752499323,1.266694245882698,0.0102988283412281,1.4182666234784924
frozenset({10000600}),frozenset({10000648}),0.525124020585099,0.0792559427220283,0.0526304285912983,0.1002247593485762,1.2645709066901292,0.0110112292938445,1.0233045050354652
frozenset({10000648}),frozenset({10000600}),0.0792559427220283,0.525124020585099,0.0526304285912983,0.6640565588360646,1.264570906690129,0.0110112292938445,1.4135593115603309
frozenset({10000600}),"frozenset({10000640, 10000627})",0.525124020585099,0.0725320069146857,0.0478616797917646,0.0911435735475147,1.2565979823875617,0.0097733806996186,1.0204780052064717
"frozenset({10000640, 10000627})",frozenset({10000600}),0.0725320069146857,0.525124020585099,0.0478616797917646,0.6598697847704798,1.2565979823875617,0.0097733806996186,1.39615934766176
frozenset({10000640}),frozenset({10000600}),0.2003583184861871,0.525124020585099,0.1318519303497744,0.658080639456277,1.2531908914070171,0.026638964588638,1.3888537304812143
frozenset({10000600}),frozenset({10000640}),0.525124020585099,0.2003583184861871,0.1318519303497744,0.2510872197445159,1.253190891407017,0.026638964588638,1.0677367279551873
frozenset({10000600}),"frozenset({10000640, 10000628})",0.525124020585099,0.0665863044183782,0.0433989257068676,0.082645097168688,1.24117260885074,0.0084328578147855,1.0175055397869963
"frozenset({10000640, 10000628})",frozenset({10000600}),0.0665863044183782,0.525124020585099,0.0433989257068676,0.651769550599797,1.24117260885074,0.0084328578147855,1.3636831019023008
"frozenset({10000504, 10000627})",frozenset({10000600}),0.0825331328692634,0.525124020585099,0.0535119847929899,0.6483697265891455,1.2346982830203137,0.0101718542291981,1.3504979955467111
frozenset({10000600}),"frozenset({10000504, 10000627})",0.525124020585099,0.0825331328692634,0.0535119847929899,0.1019035174459669,1.2346982830203137,0.0101718542291981,1.0215682668321084
"frozenset({10000627, 10000566})",frozenset({10000600}),0.051102441996781,0.525124020585099,0.0328897955398952,0.643605163564726,1.2256250682412395,0.0060546757368287,1.33244348926235
frozenset({10000600}),"frozenset({10000627, 10000566})",0.525124020585099,0.051102441996781,0.0328897955398952,0.0626324339595988,1.2256250682412393,0.0060546757368287,1.0123003956831176
"frozenset({10000504, 10000586})",frozenset({10000600}),0.1004987316452845,0.525124020585099,0.0646609220905665,0.6434003796066854,1.2252350956823526,0.0118866240652917,1.3316783088303137
frozenset({10000600}),"frozenset({10000504, 10000586})",0.525124020585099,0.1004987316452845,0.0646609220905665,0.1231345730833653,1.2252350956823523,0.0118866240652917,1.025814498716954
frozenset({10000628}),frozenset({10000566}),0.1941152315161309,0.1865388818608717,0.0441824576276799,0.2276094322047488,1.2201715263550748,0.0079724193884966,1.0531732934817042
frozenset({10000566}),frozenset({10000628}),0.1865388818608717,0.1941152315161309,0.0441824576276799,0.2368538783278062,1.2201715263550748,0.0079724193884966,1.056003228736886
frozenset({10000600}),"frozenset({10000504, 10000628})",0.525124020585099,0.0682944437453223,0.0437122060099481,0.0832416806247855,1.218864611229622,0.0078491531267816,1.0163044463994064
"frozenset({10000504, 10000628})",frozenset({10000600}),0.0682944437453223,0.525124020585099,0.0437122060099481,0.6400550851977926,1.218864611229622,0.0078491531267816,1.3193018150453637
frozenset({10000600}),frozenset({10000302}),0.525124020585099,0.07424941880874,0.0473867918904777,0.0902392387948257,1.2153527965959443,0.0083966385595252,1.0175758514413216
frozenset({10000302}),frozenset({10000600}),0.07424941880874,0.525124020585099,0.0473867918904777,0.6382109469778063,1.2153527965959443,0.0083966385595252,1.3125769711605124
frozenset({10000627}),frozenset({10000566}),0.2277779617572839,0.1865388818608717,0.051102441996781,0.2243520031636552,1.2027090595031336,0.0086129956980289,1.0487503628669357
frozenset({10000566}),frozenset({10000627}),0.1865388818608717,0.2277779617572839,0.051102441996781,0.2739506181606436,1.2027090595031331,0.0086129956980289,1.0635943746503675
"frozenset({10000504, 10000566})",frozenset({10000600}),0.0693833080545491,0.525124020585099,0.0434684699601941,0.6264975132926678,1.193046763685686,0.0070336282730948,1.2714131667535662
frozenset({10000600}),"frozenset({10000504, 10000566})",0.525124020585099,0.0693833080545491,0.0434684699601941,0.0827775311282868,1.1930467636856856,0.0070336282730948,1.014603025469071
frozenset({10000504}),frozenset({10000648}),0.3556214938105614,0.0792559427220283,0.0336223283416013,0.0945452649144764,1.1929107353636792,0.0054372115974293,1.016885794065679
frozenset({10000648}),frozenset({10000504}),0.0792559427220283,0.3556214938105614,0.0336223283416013,0.4242246976926869,1.1929107353636792,0.0054372115974293,1.1191492646648975
frozenset({10000640}),"frozenset({10000504, 10000600})",0.2003583184861871,0.2093944351350814,0.0489154408112171,0.2441398050293051,1.1659326326977566,0.0069615238871872,1.0459679847217922
"frozenset({10000504, 10000600})",frozenset({10000640}),0.2093944351350814,0.2003583184861871,0.0489154408112171,0.2336043017554958,1.1659326326977564,0.0069615238871872,1.0433796579827646
frozenset({10000504}),frozenset({10000430}),0.3556214938105614,0.1114807627348774,0.0461290343946007,0.129713853626557,1.163553697018035,0.0064840790196828,1.0209506849760377
frozenset({10000430}),frozenset({10000504}),0.1114807627348774,0.3556214938105614,0.0461290343946007,0.413784703862355,1.163553697018035,0.0064840790196828,1.0992181719498098
frozenset({10000600}),frozenset({10000627}),0.525124020585099,0.2277779617572839,0.138235430478928,0.2632433959598813,1.1557017804926568,0.0186237514002642,1.0481372464231975
frozenset({10000627}),frozenset({10000600}),0.2277779617572839,0.525124020585099,0.138235430478928,0.6068867655696615,1.1557017804926568,0.0186237514002642,1.2079877699946813
frozenset({10000628}),frozenset({10000600}),0.1941152315161309,0.525124020585099,0.1167224124570315,0.6013047587526998,1.1450718976494725,0.0147878416264735,1.1910751127334072
frozenset({10000600}),frozenset({10000628}),0.525124020585099,0.1941152315161309,0.1167224124570315,0.2222758965148427,1.1450718976494725,0.0147878416264735,1.036209068064777
frozenset({'10000600'}),frozenset({10000640}),0.1769616446884748,0.2003583184861871,0.0401045150778564,0.2266282908279749,1.131114957144137,0.0046487775115235,1.0339681061903758
frozenset({10000640}),frozenset({'10000600'}),0.2003583184861871,0.1769616446884748,0.0401045150778564,0.2001639631479602,1.131114957144137,0.0046487775115235,1.029008843550991
frozenset({10000629}),frozenset({10000600}),0.1309829583463038,0.525124020585099,0.0774054032573203,0.5909578179832323,1.1253680936643893,0.0086231055423787,1.1609462307127891
frozenset({10000600}),frozenset({10000629}),0.525124020585099,0.1309829583463038,0.0774054032573203,0.1474040421367021,1.1253680936643893,0.0086231055423787,1.01926010044846
frozenset({10000627}),"frozenset({10000504, 10000600})",0.2277779617572839,0.2093944351350814,0.0535119847929899,0.2349304751879874,1.1219518562488662,0.0058165471546032,1.0333774111041485
"frozenset({10000504, 10000600})",frozenset({10000627}),0.2093944351350814,0.2277779617572839,0.0535119847929899,0.2555559070061679,1.121951856248866,0.0058165471546032,1.037313675412714
frozenset({10000504}),frozenset({10000600}),0.3556214938105614,0.525124020585099,0.2093944351350814,0.5888126527206627,1.1212830296062275,0.0226490464988005,1.154889571765683
frozenset({10000600}),frozenset({10000504}),0.525124020585099,0.3556214938105614,0.2093944351350814,0.3987523459729986,1.1212830296062273,0.0226490464988005,1.0717355849516548
"frozenset({10000627, 10000628})",frozenset({10000600}),0.1181556864017803,0.525124020585099,0.0695449156527556,0.5885871240785897,1.12085355269557,0.0074985265544606,1.154256483468966
frozenset({10000600}),"frozenset({10000627, 10000628})",0.525124020585099,0.1181556864017803,0.0695449156527556,0.1324352208746191,1.1208535526955696,0.0074985265544606,1.0164593293969753
frozenset({10000504}),"frozenset({10000600, 10000566})",0.3556214938105614,0.1093182676195333,0.0434684699601941,0.1222324035997377,1.11813337570579,0.004592544328553,1.0147124774634717
"frozenset({10000600, 10000566})",frozenset({10000504}),0.1093182676195333,0.3556214938105614,0.0434684699601941,0.3976322613479388,1.11813337570579,0.004592544328553,1.0697427249862124
frozenset({10000600}),"frozenset({10000627, 10000628, 10000629})",0.525124020585099,0.0656093732406959,0.0384712186140161,0.0732612051742578,1.1166271152368763,0.0040181607497934,1.008256729918165
"frozenset({10000627, 10000628, 10000629})",frozenset({10000600}),0.0656093732406959,0.525124020585099,0.0384712186140161,0.5863677202475291,1.1166271152368763,0.0040181607497934,1.1480631533377426
frozenset({10000566}),frozenset({10000600}),0.1865388818608717,0.525124020585099,0.1093182676195333,0.5860347533393457,1.1159930423414632,0.0113622199813035,1.1471397254856468
frozenset({10000600}),frozenset({10000566}),0.525124020585099,0.1865388818608717,0.1093182676195333,0.208176094282889,1.115993042341463,0.0113622199813035,1.0273257883044358
frozenset({10000566}),"frozenset({10000504, 10000600})",0.1865388818608717,0.2093944351350814,0.0434684699601941,0.2330263241988055,1.1128582478731064,0.0044082661622072,1.0308118646171758
"frozenset({10000504, 10000600})",frozenset({10000566}),0.2093944351350814,0.1865388818608717,0.0434684699601941,0.2075913332278981,1.1128582478731064,0.0044082661622072,1.0265676692467085
frozenset({10000600}),"frozenset({10000627, 10000629})",0.525124020585099,0.0804991290410178,0.046883423961638,0.0892806691824914,1.1090886354434846,0.00461139766602,1.0096424220331317
"frozenset({10000627, 10000629})",frozenset({10000600}),0.0804991290410178,0.525124020585099,0.046883423961638,0.5824090834293237,1.1090886354434846,0.00461139766602,1.1371798584956274
frozenset({10000430}),frozenset({10000600}),0.1114807627348774,0.525124020585099,0.064873528807879,0.5819257710154054,1.1081682577898784,0.0063323024626467,1.1358652279722306
frozenset({10000600}),frozenset({10000430}),0.525124020585099,0.1114807627348774,0.064873528807879,0.1235394426169959,1.1081682577898784,0.0063323024626467,1.013758382828001
frozenset({10000600}),"frozenset({10000628, 10000629})",0.525124020585099,0.0790122066722743,0.0458687401892928,0.0873483946481545,1.1055050646852185,0.0043775325462473,1.009134030912778
"frozenset({10000628, 10000629})",frozenset({10000600}),0.0790122066722743,0.525124020585099,0.0458687401892928,0.5805272643446917,1.1055050646852185,0.0043775325462473,1.1320782950840431
frozenset({10000600}),frozenset({10000586}),0.525124020585099,0.1867137359835213,0.1082505977494154,0.2061429176840958,1.104058662841438,0.0102027300112841,1.024474407463739
frozenset({10000586}),frozenset({10000600}),0.1867137359835213,0.525124020585099,0.1082505977494154,0.5797677239931041,1.1040586628414375,0.0102027300112841,1.1300321430025246
frozenset({10000628}),frozenset({'10000600'}),0.1941152315161309,0.1769616446884748,0.0378194896114132,0.1948300981639888,1.100973595193296,0.0034685389832345,1.0221921527801383
frozenset({'10000600'}),frozenset({10000628}),0.1769616446884748,0.1941152315161309,0.0378194896114132,0.2137157443240936,1.100973595193296,0.0034685389832345,1.0249280240148186
frozenset({10000504}),"frozenset({10000600, 10000627})",0.3556214938105614,0.138235430478928,0.0535119847929899,0.1504745515227367,1.0885382351066235,0.0043524945085275,1.0144070093082518
"frozenset({10000600, 10000627})",frozenset({10000504}),0.138235430478928,0.3556214938105614,0.0535119847929899,0.3871075932385296,1.0885382351066235,0.0043524945085275,1.051372963803453
frozenset({10000627}),frozenset({'10000600'}),0.2277779617572839,0.1769616446884748,0.0437830749157189,0.192218222421243,1.0862140367175384,0.0034751121793614,1.0188870040848137
frozenset({'10000600'}),frozenset({10000627}),0.1769616446884748,0.2277779617572839,0.0437830749157189,0.2474156193156724,1.0862140367175384,0.0034751121793614,1.026093628917108
frozenset({10000628}),"frozenset({10000504, 10000600})",0.1941152315161309,0.2093944351350814,0.0437122060099481,0.2251868937256253,1.0754196671003036,0.0030655567555123,1.0203822811754963
"frozenset({10000504, 10000600})",frozenset({10000628}),0.2093944351350814,0.1941152315161309,0.0437122060099481,0.2087553376561758,1.0754196671003036,0.0030655567555123,1.018502628626496
"frozenset({10000512, 10000600})",frozenset({10000504}),0.1135876224475603,0.3556214938105614,0.0425392262705072,0.374505825140818,1.053102333967238,0.0021450262973158,1.0301910586689442
frozenset({10000504}),"frozenset({10000512, 10000600})",0.3556214938105614,0.1135876224475603,0.0425392262705072,0.1196193903093152,1.053102333967238,0.0021450262973158,1.0068513183904335
"frozenset({10000600, 10000628})",frozenset({10000504}),0.1167224124570315,0.3556214938105614,0.0437122060099481,0.3744971089081944,1.0530778241083705,0.002203207330806,1.0301767032038585
frozenset({10000504}),"frozenset({10000600, 10000628})",0.3556214938105614,0.1167224124570315,0.0437122060099481,0.1229177841349305,1.0530778241083705,0.002203207330806,1.0070636156632002
frozenset({10000504}),frozenset({10000566}),0.3556214938105614,0.1865388818608717,0.0693833080545491,0.1951043715358484,1.0459179855134175,0.0030460722334341,1.0106417395896667
frozenset({10000566}),frozenset({10000504}),0.1865388818608717,0.3556214938105614,0.0693833080545491,0.3719509164116147,1.0459179855134175,0.0030460722334341,1.026000233146993
frozenset({10000586}),frozenset({10000566}),0.1867137359835213,0.1865388818608717,0.036380254730665,0.1948450902073741,1.0445280268844834,0.0015508831922329,1.0103162860282895
frozenset({10000566}),frozenset({10000586}),0.1865388818608717,0.1867137359835213,0.036380254730665,0.1950277302390978,1.0445280268844832,0.0015508831922329,1.010328298958728
"frozenset({10000640, 10000600})",frozenset({10000504}),0.1318519303497744,0.3556214938105614,0.0489154408112171,0.3709876729256458,1.043209365526342,0.0020260603784242,1.0244290587857874
frozenset({10000504}),"frozenset({10000640, 10000600})",0.3556214938105614,0.1318519303497744,0.0489154408112171,0.1375491686036116,1.043209365526342,0.0020260603784242,1.0066058702089866
frozenset({10000504}),frozenset({'10000600'}),0.3556214938105614,0.1769616446884748,0.0651457448851857,0.1831884349484474,1.0351872309445038,0.0022143804538965,1.007623288560538
frozenset({'10000600'}),frozenset({10000504}),0.1769616446884748,0.3556214938105614,0.0651457448851857,0.3681348294421031,1.0351872309445038,0.0022143804538965,1.0198038065945194
frozenset({10000640}),frozenset({10000504}),0.2003583184861871,0.3556214938105614,0.0735380804461429,0.367032828992387,1.0320884293565908,0.0022863559287128,1.0180283207479148
frozenset({10000504}),frozenset({10000640}),0.3556214938105614,0.2003583184861871,0.0735380804461429,0.2067875022349365,1.0320884293565908,0.0022863559287128,1.008105247669274
frozenset({10000504}),frozenset({10000627}),0.3556214938105614,0.2277779617572839,0.0825331328692634,0.2320813963883425,1.0188931123883016,0.0015303938520131,1.0056040244510536
frozenset({10000627}),frozenset({10000504}),0.2277779617572839,0.3556214938105614,0.0825331328692634,0.3623402906608201,1.0188931123883016,0.0015303938520131,1.0105366494885202
